"LTER_site","local_site","logger","date","year","jday","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg","flag_airtemp_avg","rh_max","flag_rh_max","rh_min","flag_rh_min","rh_avg","flag_rh_avg","bp_max","flag_bp_max","bp_min","flag_bp_min","bp_avg","flag_bp_avg","ws_max","flag_ws_max","ws_min","flag_ws_min","ws_avg","flag_ws_avg","wd","flag_wd","solrad_avg","flag_solrad_avg","solrad_tot","flag_solrad_tot","ppt_tot","flag_ppt_tot","snowdepth_avg","flag_snowdepth_avg","soiltemp_5cm_max","flag_soiltemp_5cm_max","soiltemp_5cm_min","flag_soiltemp_5cm_min","soiltemp_5cm_avg","flag_soiltemp_5cm_avg","soilmoist_5cm_avg","flag_soilmoist_5cm_avg","soilmoistprof_10cm_avg","flag_soilmoistprof_10cm_avg","soilmoistprof_20cm_avg","flag_soilmoistprof_20cm_avg","soilmoistprof_30cm_avg","flag_soilmoistprof_30cm_avg","soilmoistprof_50cm_avg","flag_soilmoistprof_50cm_avg","soilmoistprof_70cm_avg","flag_soilmoistprof_70cm_avg","soilmoistprof_100cm_avg","flag_soilmoistprof_100cm_avg","soilmoistprof_150cm_avg","flag_soilmoistprof_150cm_avg","soilmoistprof_200cm_avg","flag_soilmoistprof_200cm_avg","airtemp_hmp1_max","flag_airtemp_hmp1_max","airtemp_hmp1_min","flag_airtemp_hmp1_min","airtemp_hmp1_avg","flag_airtemp_hmp1_avg","airtemp_hmp2_max","flag_airtemp_hmp2_max","airtemp_hmp2_min","flag_airtemp_hmp2_min","airtemp_hmp2_avg","flag_airtemp_hmp2_avg","airtemp_hmp3_max","flag_airtemp_hmp3_max","airtemp_hmp3_min","flag_airtemp_hmp3_min","airtemp_hmp3_avg","flag_airtemp_hmp3_avg","rh_hmp1_max","flag_rh_hmp1_max","rh_hmp1_min","flag_rh_hmp1_min","rh_hmp1_avg","flag_rh_hmp1_avg","rh_hmp2_max","flag_rh_hmp2_max","rh_hmp2_min","flag_rh_hmp2_min","rh_hmp2_avg","flag_rh_hmp2_avg","rh_hmp3_max","flag_rh_hmp3_max","rh_hmp3_min","flag_rh_hmp3_min","rh_hmp3_avg","flag_rh_hmp3_avg","snowdepth_avgofmed","flag_snowdepth_avgofmed"
"NWT","c1","cr23x",2001-10-20,2001,293,14.3,"n",2.018,"n",7.08,"n",50.59,"n",19.42,"n",32.68,"n",712,"n",708,"n",710,"n",16.09,"n",0.02,"n",3.058,"n",288.6,"n",NaN,"n",13.78,"n",0,"n",0.025,"n",13.38,"n",3.465,"n",7.14,"n",0.134,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-21,2001,294,11.6,"n",-1.522,"n",4.846,"n",71.5,"n",20.21,"n",46.76,"n",713,"n",708,"n",711,"n",9.37,"n",0.02,"n",1.721,"n",273,"n",NaN,"n",9.46,"n",0,"n",0.033,"n",8.99,"n",3.584,"n",6.231,"n",0.135,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-22,2001,295,7.58,"n",-0.597,"n",1.485,"n",100,"n",50.86,"n",79.3,"n",708,"n",701,"n",705,"n",19.84,"n",0.02,"n",5.684,"n",292.7,"n",NaN,"n",6.292,"n",0.682,"n",0.037,"n",14.11,"n",2.571,"n",4.403,"n",0.136,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-23,2001,296,5.201,"n",-7.7,"n",0.844,"n",100,"n",41.33,"n",66.26,"n",702,"n",697.8,"n",700,"n",21.72,"n",0,"n",4.249,"n",281.4,"n",NaN,"n",5.504,"n",0.65,"n",NaN,"n",9.16,"n",1.585,"n",2.104,"n",0.137,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-24,2001,297,-0.325,"n",-10.54,"n",-6.132,"n",83.9,"n",28.62,"n",54.89,"n",710,"n",702,"n",705,"n",19.78,"n",0.039,"n",4.528,"n",285.1,"n",NaN,"n",12.42,"n",0.09,"n",0.073,"n",2.107,"n",0.912,"n",1.525,"n",0.141,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-25,2001,298,6.542,"n",-5.778,"n",-0.332,"n",55.77,"n",21.48,"n",37.84,"n",717,"n",709,"n",713,"n",18.68,"n",0.02,"n",4.563,"n",292.1,"n",NaN,"n",14.85,"n",0,"n",0.068,"n",7.59,"n",0.411,"n",1.664,"n",0.14,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-26,2001,299,10.99,"n",-3.337,"n",3.708,"n",71.8,"n",20.93,"n",39.75,"n",721,"n",717,"n",719,"n",11.09,"n",0.02,"n",1.683,"n",261.4,"n",NaN,"n",14.99,"n",0,"n",0.073,"n",8.71,"n",0.555,"n",3.276,"n",0.14,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-27,2001,300,14.44,"n",-0.007,"n",7.23,"n",66.56,"n",22.66,"n",36.08,"n",718,"n",713,"n",716,"n",15.72,"n",0.02,"n",2.679,"n",285.4,"n",NaN,"n",8.76,"n",0,"n",0.057,"n",5.966,"n",1.461,"n",3.373,"n",0.139,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-28,2001,301,15.33,"n",2.769,"n",8.6,"n",73,"n",27.25,"n",48.79,"n",719,"n",712,"n",716,"n",20.01,"n",0.02,"n",2.401,"n",286.3,"n",NaN,"n",9.67,"n",0,"n",0.032,"n",9.55,"n",3.503,"n",5.565,"n",0.139,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-29,2001,302,14.54,"n",-1.661,"n",5.908,"n",93.9,"n",28.84,"n",63.05,"n",721,"n",717,"n",719,"n",5.214,"n",0.02,"n",1.13,"n",277.2,"n",NaN,"n",10.32,"n",0,"n",0.032,"n",9.09,"n",2.706,"n",5.649,"n",0.14,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-30,2001,303,13.94,"n",0.093,"n",7.02,"n",83.7,"n",21.99,"n",43.64,"n",717,"n",707,"n",714,"n",11.19,"n",0.02,"n",1.583,"n",206.8,"n",NaN,"n",10.27,"n",0,"n",0.044,"n",9.46,"n",2.695,"n",5.541,"n",0.138,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-10-31,2001,304,8.26,"n",-0.337,"n",3.761,"n",99.8,"n",34.47,"n",62.88,"n",707,"n",702,"n",704,"n",22.58,"n",0.078,"n",6.805,"n",289.8,"n",NaN,"n",9.42,"n",0.4,"n",0.034,"n",6.934,"n",2.529,"n",4.909,"n",0.139,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-01,2001,305,9.12,"n",-0.685,"n",1.571,"n",71,"n",32.15,"n",59.03,"n",712,"n",702,"n",708,"n",23.21,"n",0.02,"n",4.01,"n",282,"n",NaN,"n",9.65,"n",0,"n",0.025,"n",5.968,"n",1.11,"n",3.188,"n",0.138,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-02,2001,306,10.24,"n",-2.782,"n",1.947,"n",84.9,"n",32.05,"n",60.94,"n",718,"n",711,"n",715,"n",9.55,"n",0.02,"n",1.699,"n",275.4,"n",NaN,"n",13.58,"n",0,"n",0.031,"n",10.17,"n",1.777,"n",4.871,"n",0.139,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-03,2001,307,11.73,"n",-4.829,"n",1.637,"n",85.3,"n",32.82,"n",65.07,"n",722,"n",717,"n",721,"n",4.704,"n",0.02,"n",0.974,"n",229.2,"n",NaN,"n",13.37,"n",0,"n",0.035,"n",11.26,"n",1.67,"n",5.305,"n",0.138,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-04,2001,308,15.66,"n",-6.376,"n",2.694,"n",77.5,"n",12.04,"n",50.73,"n",722,"n",718,"n",720,"n",6.115,"n",0.02,"n",1.302,"n",269.7,"n",NaN,"n",13.4,"n",0,"n",0.042,"n",11.51,"n",1.039,"n",5.103,"n",0.138,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-05,2001,309,13.35,"n",2.309,"n",7.18,"n",67.55,"n",26.99,"n",43.86,"n",718,"n",714,"n",716,"n",8.88,"n",0.039,"n",2.647,"n",292.4,"n",NaN,"n",12.62,"n",0,"n",0.028,"n",12.11,"n",2.885,"n",6.388,"n",0.137,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-06,2001,310,13.66,"n",-2.283,"n",3.763,"n",89.1,"n",33.05,"n",65.48,"n",716,"n",713,"n",715,"n",5.135,"n",0.02,"n",1.238,"n",269.9,"n",NaN,"n",9.42,"n",0,"n",0.051,"n",9.53,"n",2.989,"n",6.052,"n",0.137,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-07,2001,311,9.68,"n",-5.394,"n",2.667,"n",100,"n",41.34,"n",72.5,"n",720,"n",712,"n",715,"n",9.68,"n",0.02,"n",1.56,"n",162,"n",NaN,"n",6.654,"n",1.02,"n",NaN,"n",6.636,"n",3.488,"n",4.842,"n",0.137,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-08,2001,312,8.59,"n",-12.21,"n",-2.553,"n",100,"n",23.46,"n",79.5,"n",722,"n",719,"n",721,"n",5.508,"n",0.02,"n",0.892,"n",283.1,"n",NaN,"n",11.65,"n",0.11,"n",NaN,"n",4.074,"n",1.165,"n",2.748,"n",0.141,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-09,2001,313,14.85,"n",-12.27,"n",-2.623,"n",91.2,"n",7.21,"n",59.43,"n",721,"n",718,"n",719,"n",4.508,"n",0.02,"n",1.131,"n",257.5,"n",NaN,"n",13.19,"n",0,"n",0.101,"n",4.702,"n",0.1,"n",1.468,"n",0.144,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-10,2001,314,12.13,"n",-11.87,"n",-2.276,"n",79.6,"n",6.254,"n",49,"n",718,"n",715,"n",716,"n",4.822,"n",0.02,"n",1.33,"n",243,"n",NaN,"n",12.98,"n",0,"n",0.099,"n",4.413,"n",0.072,"n",1.33,"n",0.146,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-11,2001,315,NaN,"n",-5.386,"n",2.046,"n",82.7,"n",34.5,"n",59.05,"n",715,"n",713,"n",714,"n",9.72,"n",0.02,"n",1.566,"n",257.7,"n",NaN,"n",10.9,"n",0,"n",0.088,"n",3.883,"n",0.453,"n",1.635,"n",0.146,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-12,2001,316,9.45,"n",-3.278,"n",2.798,"n",85.7,"n",33.37,"n",59.68,"n",715,"n",710,"n",713,"n",8.84,"n",0.02,"n",1.461,"n",243.3,"n",NaN,"n",11.94,"n",0,"n",0.058,"n",8.28,"n",0.894,"n",3.514,"n",0.148,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-13,2001,317,13.6,"n",-3.405,"n",2.064,"n",85.2,"n",14.12,"n",54.73,"n",711,"n",708,"n",709,"n",7.39,"n",0.02,"n",0.97,"n",250.8,"n",NaN,"n",7.38,"n",0,"n",0.063,"n",5.31,"n",1.119,"n",2.675,"n",0.149,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-14,2001,318,10.83,"n",-5.091,"n",0.379,"n",87.1,"n",29.94,"n",67.11,"n",714,"n",710,"n",712,"n",5.958,"n",0.02,"n",0.971,"n",228.9,"n",NaN,"n",10.54,"n",0,"n",0.05,"n",7.12,"n",0.835,"n",3.021,"n",0.148,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-15,2001,319,18.17,"n",-5.683,"n",0.569,"n",90.8,"n",30.06,"n",70.1,"n",715,"n",713,"n",714,"n",5.253,"n",0.02,"n",1.03,"n",229.1,"n",NaN,"n",11.56,"n",0,"n",0.049,"n",7.65,"n",0.718,"n",3.179,"n",0.146,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-16,2001,320,13.28,"n",-6.212,"n",0.684,"n",90.6,"n",27.39,"n",69.16,"n",715,"n",713,"n",714,"n",4.41,"n",0.02,"n",0.888,"n",245.7,"n",NaN,"n",11.51,"n",0,"n",0.055,"n",8.04,"n",0.762,"n",3.357,"n",0.147,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-17,2001,321,9.74,"n",NaN,"n",NaN,"n",85.9,"n",NaN,"n",NaN,"n",714,"n",NaN,"n",NaN,"n",13.21,"n",NaN,"n",2.807,"n",26.69,"n",NaN,"n",3.149,"n",0,"n",NaN,"n",7.7,"n",NaN,"n",0.145,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-18,2001,322,4.399,"n",-8.27,"n",-2.267,"n",100,"n",46.32,"n",79.7,"n",716,"n",710,"n",713,"n",12.94,"n",0.02,"n",2.188,"n",285.6,"n",NaN,"n",5.332,"n",0.7,"n",NaN,"n",4.37,"n",1.182,"n",2.464,"n",0.146,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-19,2001,323,9.66,"n",-12.1,"n",-0.401,"n",97.4,"n",7.68,"n",45.78,"n",718,"n",714,"n",716,"n",11.72,"n",0.02,"n",2.958,"n",301.3,"n",NaN,"n",9.97,"n",0.01,"n",0.103,"n",4.23,"n",1.006,"n",2.013,"n",0.149,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
"NWT","c1","cr23x",2001-11-20,2001,324,11.57,"n",NaN,"n",11.06,"n",51.64,"n",NaN,"n",NaN,"n",716,"n",NaN,"n",NaN,"n",13.97,"n",0.476,"n",NaN,"n",295.9,"n",NaN,"n",4.155,"n",0,"n",NaN,"n",5.453,"n",NaN,"n",0.137,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,"NaN",NaN,NaN
