"Date","Plot","Tag","N_infl","Fl_open","Fl_done","Q","Page","Notes","RecordID"
2022-06-27,109,2107,0,0,0,NA,"8","yv; bud looks damaged",30888
2022-06-27,105,2101,0,0,0,NA,"8","yv",30889
2022-06-27,105,2114,0,0,0,NA,"8","yv",30890
2022-06-27,130,2112,0,0,0,NA,"8","yv",30891
2022-06-27,169,2014,2,2,14,NA,"8","old tag",30892
2022-06-27,168,2088,1,3,0,NA,"8","old tag",30893
2022-06-27,163,2150,0,0,0,NA,"8","yv",30894
2022-06-27,166,2104,0,0,0,NA,"8","yv",30895
2022-06-27,154,2130,0,0,0,NA,"8","yv",30896
2022-06-27,154,2134,0,0,0,NA,"8","yv",30897
2022-06-27,151,2110,0,0,0,NA,"8","yv",30898
2022-06-27,151,2121,0,0,0,NA,"8","yv",30899
2022-06-27,149,2133,0,0,0,NA,"8","yv",30900
2022-06-30,163,2038,1,1,6,NA,"19","; 2038/2088 records merged SN Jan 2023",30383
2022-06-30,104,2055,1,0,1,NA,"18","",30336
2022-06-30,104,2062,1,0,3,NA,"18","",30337
2022-06-30,104,2089,1,2,0,NA,"18","",30338
2022-06-30,104,2091,1,0,2,NA,"18","",30339
2022-06-30,105,2101,0,0,0,NA,"18","yv",30340
2022-06-30,105,2114,0,0,0,NA,"18","yv",30341
2022-06-30,107,2118,1,6,1,NA,"18","",30342
2022-06-30,109,2107,NA,NA,NA,NA,"18","dud",30343
2022-06-30,118,2029,1,0,6,NA,"18","",30344
2022-06-30,118,2041,2,0,11,NA,"18","",30345
2022-06-30,123,2097,1,4,1,NA,"18","",30346
2022-06-30,127,2001,3,11,11,NA,"18","",30347
2022-06-30,127,2027,2,4,13,NA,"18","",30348
2022-06-30,130,2112,1,3,0,NA,"18","",30349
2022-06-30,138,2053,1,7,0,NA,"18","",30350
2022-06-30,147,2099,1,7,0,NA,"18","",30351
2022-06-30,149,2056,1,0,6,NA,"18","",30352
2022-06-30,149,2059,1,1,4,NA,"18","",30353
2022-06-30,149,2061,1,1,0,NA,"18","",30354
2022-06-30,149,2069,4,6,13,NA,"18","",30355
2022-06-30,149,2093,1,0,3,NA,"18","",30356
2022-06-30,149,2094,1,0,5,NA,"18","",30357
2022-06-30,149,2133,0,0,0,NA,"18","yv",30358
2022-06-30,151,2110,0,0,0,NA,"19","yv",30359
2022-06-30,151,2121,0,0,0,NA,"19","yv",30360
2022-06-30,152,2018,1,0,8,NA,"19","",30361
2022-06-30,152,2033,1,0,7,NA,"19","",30362
2022-06-30,152,2051,2,5,2,NA,"19","one completely florivorized",30363
2022-06-30,152,2063,2,1,7,NA,"19","",30364
2022-06-30,152,2065,2,8,4,NA,"19","one completely florivorized",30365
2022-06-30,152,2070,2,3,5,NA,"19","",30366
2022-06-30,152,2072,2,2,7,NA,"19","",30367
2022-06-30,152,2073,2,0,4,NA,"19","",30368
2022-06-30,152,2095,1,3,0,NA,"19","",30369
2022-06-30,152,2100,1,1,0,NA,"19","",30370
2022-06-30,152,2108,1,0,1,NA,"19","",30371
2022-06-30,152,2119,1,4,0,NA,"19","",30372
2022-06-30,153,2115,1,3,0,NA,"19","",30373
2022-06-30,154,2043,2,7,6,NA,"19","",30374
2022-06-30,154,2047,1,4,5,NA,"19","",30375
2022-06-30,154,2074,1,1,2,NA,"19","",30376
2022-06-30,154,2090,1,3,3,NA,"19","",30377
2022-06-30,154,2102,1,2,0,NA,"19","",30378
2022-06-30,154,2130,0,0,0,NA,"19","yv",30379
2022-06-30,154,2134,1,1,0,NA,"19","",30380
2022-06-30,163,2009,1,4,0,NA,"19","florivory",30381
2022-06-30,163,2035,1,2,4,NA,"19","",30382
2022-06-30,163,2064,1,2,4,NA,"19","",30384
2022-06-30,163,2075,2,1,10,NA,"19","",30385
2022-06-30,163,2076,2,2,5,NA,"19","",30386
2022-06-30,163,2082,2,2,6,NA,"19","",30387
2022-06-30,163,2084,2,1,8,NA,"19","knocked one off",30388
2022-06-30,163,2087,1,2,3,NA,"20","",30389
2022-06-30,163,2098,3,2,5,NA,"20","",30390
2022-06-30,163,2103,1,1,0,NA,"20","",30391
2022-06-30,163,2106,1,6,2,NA,"20","",30392
2022-06-30,163,2117,1,0,1,NA,"20","",30393
2022-06-30,163,2122,2,4,0,NA,"20","",30394
2022-06-30,163,2125,1,3,0,NA,"20","",30395
2022-06-30,163,2150,1,1,0,NA,"20","",30396
2022-06-30,164,2003,1,1,10,NA,"20","",30397
2022-06-30,164,2015,3,10,6,NA,"20","",30398
2022-06-30,164,2020,3,0,21,NA,"20","",30399
2022-06-30,164,2031,1,0,5,NA,"20","",30400
2022-06-30,164,2036,2,0,4,NA,"20","",30401
2022-06-30,164,2039,1,0,8,NA,"20","",30402
2022-06-30,164,2045,2,2,15,NA,"20","",30403
2022-06-30,164,2050,1,0,8,NA,"20","",30404
2022-06-30,164,2054,3,6,9,NA,"20","",30405
2022-06-30,164,2058,1,5,1,NA,"20","",30406
2022-06-30,164,2071,2,3,8,NA,"20","",30407
2022-06-30,164,2081,1,3,5,NA,"20","",30408
2022-06-30,164,2083,3,1,19,NA,"20","",30409
2022-06-30,164,2116,1,2,1,NA,"20","",30410
2022-06-30,166,2104,0,0,0,NA,"20","yv",30411
2022-06-30,166,2120,1,1,0,NA,"20","",30412
2022-06-30,166,2144,1,0,1,NA,"20","",30413
2022-06-30,170,2011,1,0,5,NA,"20","",30414
2022-06-30,169,2022,1,0,9,NA,"20","",30415
2022-06-30,169,2034,1,0,9,NA,"20","",30416
2022-06-30,169,2078,1,0,8,NA,"20","",30417
2022-06-30,169,2086,1,4,4,NA,"21","",30418
2022-06-30,169,2124,1,0,5,NA,"21","",30419
2022-06-30,170,2002,NA,NA,NA,NA,"21","[missed]",30420
2022-06-30,170,2008,1,0,5,NA,"21","",30421
2022-06-30,170,2012,1,0,8,NA,"21","",30422
2022-06-30,170,2013,3,1,10,NA,"21","",30423
2022-06-30,170,2017,NA,NA,NA,NA,"21","can't find",30424
2022-06-30,170,2032,3,0,5,NA,"21","",30425
2022-06-30,170,2037,1,0,4,NA,"21","",30426
2022-06-30,170,2040,3,0,11,NA,"21","old may have included infl from 2052",30427
2022-06-30,170,2044,1,0,8,NA,"21","",30428
2022-06-30,170,2052,2,1,4,NA,"21","",30429
2022-06-30,170,2057,1,0,1,NA,"21","",30430
2022-06-30,170,2066,1,0,5,NA,"21","",30431
2022-06-30,170,2077,1,0,6,NA,"21","",30432
2022-06-30,170,2085,2,2,3,NA,"21","",30433
2022-06-30,170,2092,1,0,1,NA,"21","",30434
2022-06-30,170,2105,1,1,0,NA,"21","",30435
2022-06-30,169,2014,3,0,15,NA,"21","",30436
2022-06-30,169,2021,2,0,8,NA,"21","",30437
2022-06-30,105,2149,0,0,0,NA,"17","yv",30901
2022-06-30,105,2142,0,0,0,NA,"17","yv",30902
2022-06-30,105,2129,0,0,0,NA,"17","yv",30903
2022-06-30,130,2140,0,0,0,NA,"17","yv",30904
2022-06-30,168,2088,1,4,1,NA,"17","",30905
2022-06-30,162,2201,0,0,0,NA,"17","[dupe tag changed 2026->2201 jan 2023]",30906
2022-06-30,152,2127,1,1,0,NA,"17","",30907
2022-06-30,152,2132,0,0,0,NA,"17","yv",30908
2022-06-30,149,2111,0,0,0,NA,"17","yv",30909
2022-06-30,146,2141,0,0,0,NA,"17","yv",30910
2022-06-30,146,2145,0,0,0,NA,"17","yv",30911
2022-06-30,146,2148,0,0,0,NA,"17","yv",30912
2022-06-30,150,2128,0,0,0,NA,"17","yv",30913
2022-07-04,163,2038,1,0,7,NA,"24","; 2038/2088 records merged SN Jan 2023",30493
2022-07-04,104,2089,1,0,2,NA,"22","",30438
2022-07-04,104,2091,1,0,2,NA,"22","",30439
2022-07-04,105,2101,1,2,0,NA,"22","",30440
2022-07-04,105,2114,1,5,0,NA,"22","",30441
2022-07-04,105,2129,0,0,0,NA,"22","yv",30442
2022-07-04,105,2142,1,3,0,NA,"22","",30443
2022-07-04,105,2149,1,1,0,NA,"22","",30444
2022-07-04,107,2118,1,2,5,NA,"22","",30445
2022-07-04,109,2107,NA,NA,NA,NA,"22","can't find",30446
2022-07-04,118,2041,2,0,11,NA,"22","",30447
2022-07-04,123,2097,1,1,4,NA,"22","",30448
2022-07-04,127,2001,3,3,19,NA,"22","",30449
2022-07-04,127,2027,2,0,18,NA,"22","knocked one off",30450
2022-07-04,130,2112,1,7,0,NA,"22","",30451
2022-07-04,130,2140,1,2,0,NA,"22","",30452
2022-07-04,138,2053,1,7,0,NA,"22","",30453
2022-07-04,146,2141,1,5,0,NA,"22","",30454
2022-07-04,146,2145,1,5,0,NA,"22","yv",30455
2022-07-04,146,2148,0,0,0,NA,"22","yv",30456
2022-07-04,147,2099,1,6,2,NA,"22","",30457
2022-07-04,149,2056,2,5,6,NA,"22","",30458
2022-07-04,149,2059,1,0,4,NA,"22","",30459
2022-07-04,149,2061,1,0,1,NA,"22","",30460
2022-07-04,149,2069,4,1,18,NA,"22","",30461
2022-07-04,149,2093,1,0,2,NA,"23","",30462
2022-07-04,149,2094,1,0,4,NA,"23","",30463
2022-07-04,149,2111,1,1,0,NA,"23","",30464
2022-07-04,149,2133,1,3,0,NA,"23","",30465
2022-07-04,150,2128,1,3,0,NA,"23","",30466
2022-07-04,151,2110,1,7,0,NA,"23","",30467
2022-07-04,151,2121,1,1,0,NA,"23","yv",30468
2022-07-04,152,2033,1,0,6,NA,"23","",30469
2022-07-04,152,2051,2,1,7,NA,"23","",30470
2022-07-04,152,2063,2,0,8,NA,"23","",30471
2022-07-04,152,2065,2,0,10,NA,"23","",30472
2022-07-04,152,2070,2,0,8,NA,"23","",30473
2022-07-04,152,2072,2,0,10,NA,"23","",30474
2022-07-04,152,2073,1,0,3,NA,"23","unable to find second infl",30475
2022-07-04,152,2095,1,0,3,NA,"23","",30476
2022-07-04,152,2100,1,0,2,NA,"23","",30477
2022-07-04,152,2108,1,0,1,NA,"23","",30478
2022-07-04,152,2119,1,0,3,NA,"23","",30479
2022-07-04,152,2127,1,3,0,NA,"23","",30480
2022-07-04,152,2132,1,5,0,NA,"23","",30481
2022-07-04,153,2115,1,7,0,NA,"23","",30482
2022-07-04,154,2043,2,1,12,NA,"23","",30483
2022-07-04,154,2047,1,0,9,NA,"23","",30484
2022-07-04,154,2074,1,0,3,NA,"23","",30485
2022-07-04,154,2090,1,0,5,NA,"23","",30486
2022-07-04,154,2102,1,0,2,NA,"23","",30487
2022-07-04,154,2130,1,3,0,NA,"23","one uncounted fl is dead",30488
2022-07-04,154,2134,1,1,0,NA,"23","",30489
2022-07-04,162,2201,1,1,0,NA,"24","[dupe tag changed 2026->2201 jan 2023]",30490
2022-07-04,163,2009,1,0,4,NA,"24","",30491
2022-07-04,163,2035,1,0,6,NA,"24","",30492
2022-07-04,163,2064,2,2,7,NA,"24","",30494
2022-07-04,163,2075,2,0,13,NA,"24","",30495
2022-07-04,163,2076,3,2,5,NA,"24","",30496
2022-07-04,163,2082,2,0,8,NA,"24","",30497
2022-07-04,163,2084,2,0,7,NA,"24","",30498
2022-07-04,163,2087,1,1,4,NA,"24","",30499
2022-07-04,163,2098,3,0,7,NA,"24","",30500
2022-07-04,163,2103,1,0,1,NA,"24","",30501
2022-07-04,163,2106,1,2,6,NA,"24","",30502
2022-07-04,163,2117,1,0,1,NA,"24","",30503
2022-07-04,163,2122,2,3,3,NA,"24","broke one off",30504
2022-07-04,163,2125,1,0,3,NA,"24","",30505
2022-07-04,163,2150,1,1,0,NA,"24","",30506
2022-07-04,164,2003,1,0,11,NA,"24","",30507
2022-07-04,164,2015,3,1,15,NA,"24","",30508
2022-07-04,164,2020,3,0,21,NA,"24","",30509
2022-07-04,164,2039,1,0,8,NA,"24","",30510
2022-07-04,164,2045,2,0,17,NA,"24","",30511
2022-07-04,164,2050,1,0,8,NA,"24","",30512
2022-07-04,164,2054,3,0,15,NA,"24","",30513
2022-07-04,164,2058,1,1,5,NA,"24","",30514
2022-07-04,164,2071,2,1,8,NA,"24","",30515
2022-07-04,164,2081,1,0,8,NA,"24","",30516
2022-07-04,164,2083,3,0,21,NA,"24","",30517
2022-07-04,164,2116,1,0,2,NA,"24","",30518
2022-07-04,166,2104,1,1,0,NA,"25","one fl eaten",30519
2022-07-04,166,2120,1,0,1,NA,"25","",30520
2022-07-04,166,2144,0,0,0,NA,"25","grazed",30521
2022-07-04,168,2088,1,1,4,NA,"25","",30522
2022-07-04,169,2034,1,0,9,NA,"25","",30524
2022-07-04,169,2086,1,0,8,NA,"25","",30525
2022-07-04,170,2002,3,0,13,NA,"25","",30526
2022-07-04,170,2011,1,0,5,NA,"25","",30527
2022-07-04,170,2013,3,0,11,NA,"25","",30528
2022-07-04,170,2037,1,0,4,NA,"25","",30529
2022-07-04,170,2052,2,0,5,NA,"25","",30530
2022-07-04,170,2066,1,0,5,NA,"25","one falling off",30531
2022-07-04,170,2077,1,0,6,NA,"25","",30532
2022-07-04,170,2085,2,0,5,TRUE,"25","prev should all have 2 inflorescences",30533
2022-07-04,170,2092,1,0,1,NA,"25","",30534
2022-07-04,170,2105,1,0,1,NA,"25","",30535
2022-07-04,158,2147,0,0,0,NA,"17","yv",30914
2022-07-04,151,2146,0,0,0,NA,"17","yv",30915
2022-07-04,151,2135,0,0,0,NA,"17","yv",30916
2022-07-04,151,2139,0,0,0,NA,"17","yv",30917
2022-07-04,154,2113,0,0,0,NA,"17","yv",30918
2022-07-04,150,2123,0,0,0,NA,"17","yv",30919
2022-07-04,150,2136,0,0,0,NA,"17","yv",30920
2022-07-04,150,2143,0,0,0,NA,"17","yv",30921
2022-07-04,146,2137,0,0,0,NA,"17","yv",30922
2022-07-04,117,2131,0,0,0,NA,"17","yv",30923
2022-07-07,163,2038,1,0,6,NA,"28","; 2038/2088 records merged SN Jan 2023",30593
2022-07-07,104,2089,1,0,2,NA,"26","",30536
2022-07-07,105,2101,1,3,0,NA,"26","",30537
2022-07-07,105,2114,1,8,0,NA,"26","",30538
2022-07-07,105,2129,1,1,0,NA,"26","",30539
2022-07-07,105,2142,1,3,0,NA,"26","",30540
2022-07-07,105,2149,1,1,0,NA,"26","",30541
2022-07-07,107,2118,1,0,7,NA,"26","",30542
2022-07-07,117,2131,0,0,0,NA,"26","yv",30543
2022-07-07,123,2097,1,0,5,NA,"26","",30544
2022-07-07,127,2001,3,0,21,NA,"26","",30545
2022-07-07,127,2027,2,0,18,NA,"26","",30546
2022-07-07,130,2112,1,5,2,NA,"26","",30547
2022-07-07,130,2140,1,4,0,NA,"26","",30548
2022-07-07,138,2053,1,6,2,NA,"26","",30549
2022-07-07,146,2137,0,0,0,NA,"26","yv",30550
2022-07-07,146,2141,2,7,0,NA,"26","",30551
2022-07-07,146,2145,1,6,0,NA,"26","",30552
2022-07-07,146,2148,1,2,0,NA,"26","",30553
2022-07-07,147,2099,1,4,4,NA,"26","",30554
2022-07-07,149,2056,2,1,8,NA,"26","",30555
2022-07-07,149,2059,1,0,3,NA,"26","",30556
2022-07-07,149,2061,1,0,1,NA,"26","",30557
2022-07-07,149,2069,4,0,18,NA,"26","",30558
2022-07-07,149,2111,1,4,0,NA,"26","",30559
2022-07-07,149,2133,1,0,3,NA,"27","",30560
2022-07-07,150,2123,0,0,0,NA,"27","yv",30561
2022-07-07,150,2128,1,3,0,NA,"27","",30562
2022-07-07,150,2136,1,2,0,NA,"27","",30563
2022-07-07,150,2143,1,1,0,NA,"27","",30564
2022-07-07,151,2110,1,7,0,NA,"27","",30565
2022-07-07,151,2121,1,11,0,NA,"27","yv",30566
2022-07-07,151,2135,0,0,0,NA,"27","fl fell off",30567
2022-07-07,151,2139,0,0,0,NA,"27","yv",30568
2022-07-07,151,2146,0,0,0,NA,"27","yv",30569
2022-07-07,152,2051,2,0,8,NA,"27","",30570
2022-07-07,152,2063,2,0,8,NA,"27","",30571
2022-07-07,152,2065,2,0,7,NA,"27","",30572
2022-07-07,152,2070,2,0,4,NA,"27","",30573
2022-07-07,152,2072,2,0,9,NA,"27","",30574
2022-07-07,152,2095,1,0,3,NA,"27","",30575
2022-07-07,152,2100,1,0,1,NA,"27","",30576
2022-07-07,152,2119,1,0,3,NA,"27","",30577
2022-07-07,152,2127,1,2,1,NA,"27","",30578
2022-07-07,152,2132,1,6,0,NA,"27","",30579
2022-07-07,153,2115,1,6,1,NA,"27","",30580
2022-07-07,154,2043,2,5,12,NA,"27","",30581
2022-07-07,154,2047,1,0,9,NA,"27","",30582
2022-07-07,154,2074,1,0,3,NA,"27","",30583
2022-07-07,154,2090,1,0,2,NA,"27","stem partially eaten?",30584
2022-07-07,154,2102,1,0,2,NA,"28","",30585
2022-07-07,154,2113,1,1,0,NA,"28","",30586
2022-07-07,154,2130,1,3,0,NA,"28","",30587
2022-07-07,154,2134,1,1,0,NA,"28","",30588
2022-07-07,158,2147,0,0,0,NA,"28","yv",30589
2022-07-07,162,2201,2,5,0,NA,"28","[dupe tag changed 2026->2201 jan 2023]",30590
2022-07-07,163,2009,1,0,4,NA,"28","",30591
2022-07-07,163,2035,1,0,6,NA,"28","",30592
2022-07-07,163,2064,2,1,7,NA,"28","",30594
2022-07-07,163,2075,2,0,12,NA,"28","",30595
2022-07-07,163,2076,3,1,4,NA,"28","",30596
2022-07-07,163,2082,2,0,5,NA,"28","",30597
2022-07-07,163,2084,2,0,7,NA,"28","",30598
2022-07-07,163,2087,1,0,4,NA,"28","",30599
2022-07-07,163,2098,3,0,7,NA,"28","",30600
2022-07-07,163,2103,1,0,1,NA,"28","",30601
2022-07-07,163,2106,1,0,6,NA,"28","",30602
2022-07-07,163,2122,2,2,3,NA,"28","",30603
2022-07-07,163,2125,1,0,3,NA,"28","",30604
2022-07-07,163,2150,1,0,1,NA,"28","",30605
2022-07-07,164,2003,1,0,11,NA,"28","",30606
2022-07-07,164,2015,3,0,14,NA,"28","",30607
2022-07-07,164,2045,2,0,17,NA,"28","",30608
2022-07-07,164,2054,3,0,15,NA,"28","",30609
2022-07-07,164,2058,1,0,6,NA,"28","",30610
2022-07-07,164,2071,2,1,8,NA,"28","",30611
2022-07-07,164,2081,1,0,8,NA,"28","",30612
2022-07-07,164,2083,3,0,18,NA,"28","",30613
2022-07-07,164,2116,1,0,2,NA,"28","",30614
2022-07-07,166,2104,2,2,2,NA,"29","2 florivorized",30615
2022-07-07,166,2120,1,0,1,NA,"29","",30616
2022-07-07,168,2088,1,0,5,NA,"29","one falling off",30617
2022-07-07,169,2086,1,0,8,NA,"29","",30618
2022-07-07,170,2002,3,0,13,NA,"29","",30619
2022-07-07,170,2013,3,0,10,NA,"29","",30620
2022-07-07,170,2052,2,0,5,NA,"29","",30621
2022-07-07,170,2085,2,0,5,NA,"29","incl. one empty calyx",30622
2022-07-07,170,2105,1,0,1,NA,"29","",30623
2022-07-07,162,2109,0,0,0,NA,"17","yv",30924
2022-07-07,133,2151,0,0,0,NA,"17","yv; u center",30925
2022-07-07,133,2152,0,0,0,NA,"17","yv; u NE",30926
2022-07-07,133,2163,0,0,0,NA,"17","yv; u E",30927
2022-07-07,151,2158,0,0,0,NA,"17","yv; u center",30928
2022-07-07,151,2160,0,0,0,NA,"17","yv; u SW",30929
2022-07-07,153,2153,0,0,0,NA,"17","yv; u NW",30930
2022-07-11,105,2101,1,1,2,NA,"30","",30624
2022-07-11,105,2114,1,0,8,NA,"30","",30625
2022-07-11,105,2129,1,0,1,NA,"30","",30626
2022-07-11,105,2142,1,0,3,NA,"30","",30627
2022-07-11,105,2149,1,0,1,NA,"30","",30628
2022-07-11,107,2118,1,0,7,NA,"30","",30629
2022-07-11,117,2131,1,2,0,NA,"30","",30630
2022-07-11,123,2097,1,0,5,NA,"30","",30631
2022-07-11,127,2001,3,0,20,NA,"30","",30632
2022-07-11,130,2112,1,0,7,NA,"30","",30633
2022-07-11,130,2140,1,3,2,NA,"30","",30634
2022-07-11,133,2151,2,5,0,NA,"30","one fell off",30635
2022-07-11,133,2152,1,5,0,NA,"30","yv",30636
2022-07-11,133,2163,0,0,0,NA,"30","yv",30637
2022-07-11,138,2053,1,0,8,NA,"30","",30638
2022-07-11,146,2137,1,6,0,NA,"30","",30639
2022-07-11,146,2141,3,4,5,NA,"30","",30640
2022-07-11,146,2145,1,0,6,NA,"30","",30641
2022-07-11,146,2148,1,6,0,NA,"30","",30642
2022-07-11,147,2099,1,0,8,NA,"30","",30643
2022-07-11,149,2056,2,0,9,NA,"30","",30644
2022-07-11,149,2069,4,0,18,NA,"30","",30645
2022-07-11,149,2111,1,0,4,NA,"30","",30646
2022-07-11,149,2133,1,0,3,NA,"30","",30647
2022-07-11,150,2123,1,2,1,NA,"31","",30648
2022-07-11,150,2128,1,2,2,NA,"31","",30649
2022-07-11,150,2136,1,3,1,NA,"31","one done knocked off",30650
2022-07-11,150,2143,1,1,1,NA,"31","anthers eaten",30651
2022-07-11,151,2110,1,0,6,NA,"31","",30652
2022-07-11,151,2121,2,9,2,NA,"31","4 fell off; yv",30653
2022-07-11,151,2135,0,0,0,NA,"31","",30654
2022-07-11,151,2139,1,4,0,NA,"31","one fell off",30655
2022-07-11,151,2146,NA,NA,NA,NA,"31","can't find",30656
2022-07-11,151,2158,1,2,0,NA,"31","",30657
2022-07-11,151,2160,1,2,0,NA,"31","",30658
2022-07-11,152,2051,2,0,8,NA,"31","",30659
2022-07-11,152,2127,1,0,3,NA,"31","",30660
2022-07-11,152,2132,1,2,4,NA,"31","",30661
2022-07-11,153,2115,1,0,7,NA,"31","",30662
2022-07-11,153,2153,1,2,0,NA,"31","",30663
2022-07-11,154,2043,2,0,12,NA,"31","",30664
2022-07-11,154,2113,1,0,1,NA,"31","",30665
2022-07-11,154,2130,1,0,3,NA,"32","",30666
2022-07-11,154,2134,1,0,1,NA,"32","",30667
2022-07-11,158,2147,1,5,0,NA,"32","",30668
2022-07-11,162,2201,2,15,0,NA,"32","[dupe tag changed 2026->2201 jan 2023]",30669
2022-07-11,162,2109,1,3,0,NA,"32","",30670
2022-07-11,163,2064,2,0,8,NA,"32","",30671
2022-07-11,163,2076,3,0,8,TRUE,"32","prev",30672
2022-07-11,163,2087,1,0,4,NA,"32","",30673
2022-07-11,163,2106,1,0,6,NA,"32","",30674
2022-07-11,163,2122,2,0,5,NA,"32","",30675
2022-07-11,163,2150,1,0,1,NA,"32","",30676
2022-07-11,164,2015,3,0,14,NA,"32","",30677
2022-07-11,164,2058,1,0,6,NA,"32","",30678
2022-07-11,164,2071,2,0,8,NA,"32","",30679
2022-07-11,166,2104,2,0,4,NA,"33","",30680
2022-07-11,168,2088,1,0,5,NA,"33","",30681
2022-07-11,133,2154,0,0,0,NA,"34","yv",30931
2022-07-11,133,2163,0,0,0,NA,"34","yv",30932
2022-07-11,133,2165,1,1,0,NA,"34","yv",30933
2022-07-11,146,2155,2,4,0,NA,"34","yv",30934
2022-07-11,130,2138,2,2,0,NA,"34","",30935
2022-07-11,130,2164,1,7,0,TRUE,"34","prev missed exclude from start date analysis",30936
2022-07-11,130,2168,1,3,0,NA,"34","",30937
2022-07-14,105,2101,1,0,3,NA,NA,"",30682
2022-07-14,105,2114,1,0,8,NA,NA,"",30683
2022-07-14,105,2129,0,0,0,NA,NA,"",30684
2022-07-14,105,2142,1,0,3,NA,NA,"",30685
2022-07-14,105,2149,1,0,1,NA,NA,"",30686
2022-07-14,117,2131,1,0,2,NA,NA,"",30687
2022-07-14,130,2112,1,0,7,NA,NA,"",30688
2022-07-14,130,2138,2,1,1,NA,NA,"",30689
2022-07-14,130,2140,1,0,3,NA,NA,"",30690
2022-07-14,130,2164,1,5,2,NA,NA,"",30691
2022-07-14,130,2168,1,6,0,NA,NA,"one fell off",30692
2022-07-14,133,2151,2,1,5,NA,NA,"",30693
2022-07-14,133,2152,3,14,3,NA,NA,"",30694
2022-07-14,133,2154,1,4,0,NA,NA,"",30695
2022-07-14,146,2155,2,4,0,NA,NA,"",30696
2022-07-14,133,2163,1,4,0,NA,NA,"",30697
2022-07-14,133,2165,2,2,1,NA,NA,"",30698
2022-07-14,138,2053,1,0,8,NA,NA,"",30699
2022-07-14,146,2137,1,2,4,NA,NA,"",30700
2022-07-14,146,2141,3,1,10,NA,NA,"",30701
2022-07-14,146,2145,1,0,6,NA,NA,"",30702
2022-07-14,146,2148,1,0,5,NA,NA,"",30703
2022-07-14,147,2099,1,0,8,NA,NA,"",30704
2022-07-14,149,2056,2,0,9,NA,NA,"",30705
2022-07-14,149,2111,1,0,4,NA,NA,"",30706
2022-07-14,150,2123,1,0,2,NA,NA,"",30707
2022-07-14,150,2128,1,0,2,NA,NA,"",30708
2022-07-14,150,2136,1,1,2,NA,NA,"",30709
2022-07-14,150,2143,1,0,2,NA,NA,"",30710
2022-07-14,151,2110,1,0,5,NA,NA,"",30711
2022-07-14,151,2121,2,7,1,NA,NA,"",30712
2022-07-14,151,2139,1,0,3,NA,NA,"",30713
2022-07-14,151,2146,1,0,4,NA,NA,"",30714
2022-07-14,151,2158,1,0,2,NA,NA,"",30715
2022-07-14,151,2160,1,2,0,NA,NA,"",30716
2022-07-14,152,2127,1,0,3,NA,NA,"",30717
2022-07-14,152,2132,1,0,6,NA,NA,"",30718
2022-07-14,153,2115,1,0,7,NA,NA,"",30719
2022-07-14,153,2153,1,2,0,NA,NA,"",30720
2022-07-14,154,2043,2,0,11,NA,NA,"",30721
2022-07-14,154,2113,0,0,0,NA,NA,"grazed",30722
2022-07-14,154,2130,1,0,2,NA,NA,"",30723
2022-07-14,154,2134,1,0,1,NA,NA,"",30724
2022-07-14,158,2147,1,5,0,NA,NA,"",30725
2022-07-14,162,2201,2,0,9,NA,NA,"[dupe tag changed 2026->2201 jan 2023]",30726
2022-07-14,162,2109,1,2,1,NA,NA,"",30727
2022-07-14,163,2064,2,0,7,NA,NA,"",30728
2022-07-14,163,2076,3,0,6,NA,NA,"",30729
2022-07-14,163,2122,2,0,5,NA,NA,"",30730
2022-07-14,164,2071,2,0,6,NA,NA,"",30731
2022-07-14,166,2104,2,0,4,NA,NA,"",30732
2022-07-18,105,2129,0,0,0,NA,NA,NA,30733
2022-07-18,105,2149,1,0,1,NA,NA,NA,30734
2022-07-18,117,2131,1,0,2,NA,NA,NA,30735
2022-07-18,130,2112,1,0,6,NA,NA,NA,30736
2022-07-18,130,2138,2,0,2,NA,NA,NA,30737
2022-07-18,130,2140,1,0,3,NA,NA,NA,30738
2022-07-18,130,2164,1,1,6,NA,NA,NA,30739
2022-07-18,130,2168,1,2,2,NA,NA,NA,30740
2022-07-18,133,2151,1,0,5,NA,NA,NA,30741
2022-07-18,133,2152,3,6,17,NA,NA,NA,30742
2022-07-18,133,2154,1,0,3,NA,NA,NA,30743
2022-07-18,133,2163,1,0,4,NA,NA,NA,30744
2022-07-18,133,2165,1,1,3,NA,NA,NA,30745
2022-07-18,146,2137,1,0,6,NA,NA,NA,30746
2022-07-18,146,2141,3,0,9,NA,NA,NA,30747
2022-07-18,146,2155,2,0,4,NA,NA,NA,30748
2022-07-18,149,2056,2,0,8,NA,NA,NA,30749
2022-07-18,150,2123,1,0,2,NA,NA,NA,30750
2022-07-18,150,2128,1,0,1,NA,NA,NA,30751
2022-07-18,150,2136,1,0,3,NA,NA,NA,30752
2022-07-18,151,2121,2,0,7,NA,NA,NA,30753
2022-07-18,151,2139,1,0,2,NA,NA,NA,30754
2022-07-18,151,2146,1,0,4,NA,NA,NA,30755
2022-07-18,151,2160,1,0,2,NA,NA,NA,30756
2022-07-18,153,2153,1,0,2,NA,NA,NA,30757
2022-07-18,154,2043,2,0,12,NA,NA,NA,30758
2022-07-18,158,2147,1,0,3,NA,NA,NA,30759
2022-07-18,162,2201,2,0,8,NA,NA,"[dupe tag changed 2026->2201 jan 2023]",30760
2022-07-18,162,2109,1,0,2,NA,NA,NA,30761
